release_id,release_datetime,module,environment,commits,lines_changed,test_coverage,defects_open,prior_failed_deploys,build_success_rate,lead_time_days,cycle_time_days,code_smells,vulnerabilities,team_experience_years,hour_of_day,day_of_week,deploy_failed
670,2025-06-26 21:03:49,onboarding,dev,22,1296,0.824,18,1,0.887,1.72,2.85,25,3,2.5,0,3,0
671,2024-12-25 21:03:49,onboarding,dev,15,1500,0.815,16,1,0.924,7.45,4.37,40,0,2.6,10,0,1
672,2025-03-03 21:03:49,onboarding,qa,25,2174,0.702,12,0,0.819,7.8,1.53,31,6,3.3,18,2,1
673,2025-04-08 21:03:49,mobile-app,staging,33,1384,0.76,15,1,0.843,6.38,3.9,21,3,2.9,10,2,0
674,2025-04-12 21:03:49,internet-banking,staging,19,1324,0.561,8,1,0.926,7.2,3.55,60,1,1.4,7,2,1
675,2025-01-04 21:03:49,core-banking,prod,37,2423,0.77,22,1,0.769,8.11,1.16,25,5,3.1,6,3,1
676,2024-11-21 21:03:49,payments,prod,25,1001,0.595,7,1,0.927,4.4,0.79,40,1,4.0,10,4,1
677,2025-02-17 21:03:49,core-banking,staging,32,1581,0.756,3,1,0.699,9.46,4.53,39,4,1.5,21,5,1
678,2025-07-30 21:03:49,payments,qa,7,2328,0.713,3,0,0.798,5.74,3.21,28,6,3.3,15,6,1
679,2025-05-16 21:03:49,internet-banking,prod,15,884,0.699,3,0,0.748,6.32,1.65,30,5,5.7,10,1,1
680,2024-12-18 21:03:49,onboarding,prod,17,1994,0.671,23,1,0.819,5.27,2.2,44,0,1.7,8,3,1
681,2024-10-06 21:03:49,internet-banking,staging,30,1450,0.799,6,1,0.935,3.99,2.93,36,4,4.2,19,0,0
682,2025-02-15 21:03:49,mobile-app,dev,19,1382,0.982,12,0,0.844,8.04,3.76,44,4,4.3,10,2,0
683,2025-05-29 21:03:49,mobile-app,staging,15,1069,0.715,3,0,0.823,5.06,2.79,35,2,3.1,7,2,0
684,2025-09-13 21:03:49,risk-engine,staging,3,1376,0.673,14,0,0.86,5.8,4.07,38,0,2.7,21,4,1
685,2025-07-12 21:03:49,onboarding,staging,21,3117,0.679,14,2,0.942,7.74,2.41,34,1,1.9,16,0,0
686,2025-08-16 21:03:49,core-banking,staging,16,1352,0.884,11,1,0.802,2.73,2.83,39,4,2.7,22,6,1
687,2024-11-04 21:03:49,core-banking,staging,44,1504,0.626,11,0,0.935,6.05,1.74,15,4,4.7,21,0,1
688,2025-02-25 21:03:49,risk-engine,staging,16,1617,0.841,14,1,0.863,5.6,2.88,34,7,0.6,23,1,1
689,2024-12-28 21:03:49,internet-banking,prod,17,1285,0.905,17,1,0.93,5.67,5.0,44,1,1.7,12,5,1
690,2025-08-14 21:03:49,core-banking,prod,22,1818,0.764,8,0,0.86,5.13,2.47,48,3,4.7,6,6,1
691,2024-11-15 21:03:49,core-banking,qa,35,1294,0.633,9,1,1.0,6.32,4.28,40,3,2.8,23,2,1
692,2024-12-03 21:03:49,mobile-app,staging,26,1850,0.682,6,0,0.881,7.32,4.26,18,2,2.8,16,6,1
693,2024-12-02 21:03:49,internet-banking,staging,29,1403,0.655,10,0,0.82,4.32,4.25,35,6,3.6,6,3,1
694,2025-06-05 21:03:49,mobile-app,dev,35,788,0.85,10,1,0.886,7.66,3.54,31,6,3.4,5,5,1
695,2025-02-10 21:03:49,onboarding,prod,11,2008,0.672,19,2,0.886,4.6,2.02,29,9,3.4,1,3,1
696,2025-01-03 21:03:49,risk-engine,prod,18,1365,0.493,11,2,0.867,8.06,4.62,12,1,2.3,14,1,1
697,2024-11-21 21:03:49,internet-banking,staging,23,2455,0.718,14,1,0.79,4.78,5.19,42,4,2.1,4,4,1
698,2025-06-07 21:03:49,core-banking,qa,44,2638,0.675,8,3,0.906,6.32,3.79,45,3,3.8,17,4,0
699,2025-07-31 21:03:49,mobile-app,qa,28,1541,0.799,4,1,0.878,3.11,2.59,30,7,3.4,20,1,1
700,2024-11-03 21:03:49,mobile-app,qa,32,2216,0.707,3,3,0.874,1.32,4.8,42,2,2.0,19,1,0
701,2025-08-01 21:03:49,payments,prod,26,1872,0.839,17,1,0.982,4.66,1.18,26,1,2.5,13,3,0
702,2025-05-26 21:03:49,internet-banking,staging,7,727,0.641,15,1,0.842,7.43,3.96,34,1,3.5,6,0,1
703,2025-06-06 21:03:49,payments,staging,27,2121,0.854,14,1,0.983,6.93,5.6,38,6,3.5,15,5,1
704,2025-02-03 21:03:49,onboarding,dev,36,1685,0.674,10,3,1.0,4.92,3.97,38,4,3.1,7,4,0
705,2025-03-29 21:03:49,payments,staging,36,2330,0.679,14,0,0.807,5.63,3.59,29,3,3.0,7,5,1
706,2025-02-03 21:03:49,core-banking,prod,18,1333,0.787,15,1,0.987,8.54,3.82,28,5,3.7,9,1,0
707,2024-10-01 21:03:49,onboarding,prod,27,790,0.825,12,1,0.93,3.87,3.46,43,2,1.6,2,3,0
708,2024-11-29 21:03:49,risk-engine,prod,42,225,0.733,19,1,0.887,5.19,2.32,37,0,3.1,3,1,1
709,2025-06-28 21:03:49,payments,qa,32,875,0.591,7,0,0.794,7.09,3.28,44,3,2.2,15,6,1
710,2025-02-20 21:03:49,onboarding,staging,19,2105,0.648,16,1,0.855,5.66,4.74,20,6,4.4,17,1,1
711,2025-04-28 21:03:49,mobile-app,qa,20,2265,0.772,11,0,0.946,7.54,2.44,53,7,3.9,22,5,1
712,2025-02-15 21:03:49,onboarding,prod,7,1796,0.849,14,1,0.836,6.6,2.85,40,5,4.4,12,6,1
713,2024-12-12 21:03:49,onboarding,prod,33,2083,0.86,14,1,0.88,2.53,4.34,31,5,3.9,18,6,1
714,2025-08-09 21:03:49,core-banking,qa,19,1424,0.829,16,0,1.0,7.93,2.85,20,7,3.7,1,3,0
715,2024-11-05 21:03:49,risk-engine,qa,17,894,0.897,16,1,0.92,8.51,2.15,36,4,4.7,12,2,1
716,2025-01-27 21:03:49,risk-engine,prod,1,1998,0.683,10,1,1.0,7.07,4.93,41,4,3.5,19,2,1
717,2025-06-29 21:03:49,mobile-app,qa,25,1026,0.675,21,0,0.845,5.06,1.72,43,3,1.0,15,5,0
718,2024-10-22 21:03:49,onboarding,prod,21,2691,0.721,15,1,0.955,3.09,2.54,20,2,4.6,11,3,1
719,2024-09-28 21:03:49,risk-engine,prod,34,1818,0.732,15,2,0.849,4.08,1.98,46,7,2.6,7,4,1
720,2025-05-27 21:03:49,core-banking,qa,26,1185,0.821,13,1,0.913,7.05,3.46,23,5,4.1,10,3,1
721,2024-10-10 21:03:49,risk-engine,qa,20,1613,0.708,6,0,0.732,1.0,2.87,62,9,2.1,9,5,0
722,2025-04-09 21:03:49,risk-engine,qa,22,1390,0.745,15,0,0.903,3.81,1.66,17,5,2.8,0,6,1
723,2025-04-12 21:03:49,internet-banking,prod,19,1908,0.829,7,1,0.944,6.23,3.36,19,5,2.7,13,1,0
724,2025-03-24 21:03:49,core-banking,staging,31,1913,0.87,11,0,0.975,5.02,1.66,40,3,1.9,9,5,0
725,2025-01-01 21:03:49,payments,staging,0,1259,0.904,10,2,0.961,2.57,3.07,35,9,1.8,9,2,0
726,2024-11-11 21:03:49,payments,staging,25,1166,0.668,9,1,0.799,5.48,2.64,25,4,3.5,14,2,0
727,2025-02-09 21:03:49,core-banking,prod,14,951,0.614,17,0,0.919,9.99,2.99,43,5,2.6,2,2,0
728,2024-11-17 21:03:49,mobile-app,staging,20,846,0.628,9,0,0.881,4.98,3.79,40,1,2.7,17,6,1
729,2025-08-05 21:03:49,mobile-app,prod,13,610,0.751,13,1,0.983,10.79,2.93,31,0,4.0,3,3,1
730,2025-08-28 21:03:49,risk-engine,prod,28,1623,0.734,8,1,1.0,3.78,3.72,0,6,1.1,22,1,1
731,2025-04-06 21:03:49,payments,qa,6,1284,0.669,19,2,0.806,5.06,4.56,43,1,2.9,10,4,1
732,2025-06-05 21:03:49,core-banking,qa,38,1271,0.71,12,0,0.901,8.19,2.4,31,4,2.3,18,1,0
733,2025-01-03 21:03:49,payments,staging,32,1005,0.83,12,2,0.739,5.25,3.37,55,5,4.4,8,3,1
734,2025-07-15 21:03:49,mobile-app,staging,34,1939,0.747,10,1,1.0,7.26,3.34,30,4,3.4,14,0,1
735,2025-01-06 21:03:49,onboarding,qa,25,451,0.688,9,0,1.0,2.11,5.27,32,5,1.6,0,3,0
736,2025-06-18 21:03:49,mobile-app,staging,25,2007,0.696,17,0,0.849,9.19,3.05,35,4,3.3,8,4,1
737,2025-06-22 21:03:49,risk-engine,staging,40,2011,0.696,6,1,1.0,4.62,0.64,47,8,5.0,21,3,1
738,2025-06-08 21:03:49,mobile-app,prod,25,1872,0.706,11,1,0.82,9.68,4.87,34,4,2.1,7,1,1
739,2025-05-22 21:03:49,risk-engine,staging,30,1816,0.884,22,0,0.954,6.17,2.37,38,6,3.4,15,4,1
740,2025-02-07 21:03:49,payments,staging,28,1750,0.818,7,0,1.0,5.67,3.03,32,7,4.5,11,3,1
741,2025-05-26 21:03:49,internet-banking,prod,33,1226,0.862,9,0,1.0,4.16,3.58,44,11,2.4,16,6,0
742,2024-12-30 21:03:49,onboarding,staging,25,864,0.751,16,1,0.857,5.7,3.0,37,7,3.5,22,3,1
743,2025-08-01 21:03:49,core-banking,prod,37,2564,0.733,15,0,0.934,3.85,2.94,71,4,2.2,11,0,1
744,2025-08-12 21:03:49,internet-banking,qa,35,1707,0.681,10,0,0.925,1.0,5.42,37,5,4.4,1,2,1
745,2024-12-23 21:03:49,mobile-app,staging,27,2358,0.655,8,2,0.863,5.18,2.63,34,0,2.6,11,6,1
746,2025-06-28 21:03:49,core-banking,staging,40,2048,0.705,8,1,0.947,7.64,3.62,33,6,4.6,19,0,0
747,2025-07-19 21:03:49,core-banking,qa,18,1654,0.772,4,0,0.919,4.2,3.43,31,1,3.3,16,4,1
748,2025-02-26 21:03:49,payments,staging,17,505,0.566,9,2,0.872,9.33,1.62,31,10,3.6,18,1,1
749,2025-08-23 21:03:49,onboarding,staging,19,1045,0.582,12,0,0.863,4.18,4.07,28,5,1.4,18,5,0
750,2025-09-10 21:03:49,mobile-app,prod,34,1422,0.99,7,1,0.777,5.51,1.65,38,4,2.9,3,5,1
751,2025-05-16 21:03:49,onboarding,qa,10,1050,0.725,15,0,0.883,5.37,2.13,38,3,2.9,10,4,1
752,2025-01-17 21:03:49,internet-banking,qa,29,315,0.66,6,0,0.865,4.88,2.95,27,2,3.3,16,6,0
753,2025-08-02 21:03:49,risk-engine,prod,14,807,0.726,13,0,0.961,7.53,3.97,38,5,5.6,18,5,1
754,2025-03-05 21:03:49,onboarding,qa,42,945,0.647,10,2,0.797,2.07,5.17,38,5,3.0,9,4,1
755,2025-09-07 21:03:49,core-banking,prod,2,1318,0.684,10,1,0.82,2.36,3.14,31,0,3.3,14,2,1
756,2025-01-04 21:03:49,internet-banking,dev,31,760,0.726,7,3,0.992,7.06,4.13,38,5,1.2,12,6,0
757,2025-07-18 21:03:49,core-banking,prod,27,1635,0.836,11,0,0.764,2.77,0.72,44,6,4.2,15,0,1
758,2025-06-02 21:03:49,internet-banking,staging,41,1976,0.753,18,0,0.869,5.74,2.02,32,0,4.3,16,1,0
759,2024-12-24 21:03:49,mobile-app,prod,9,781,0.658,18,0,0.88,4.41,1.62,48,6,4.7,4,6,1
760,2024-11-25 21:03:49,internet-banking,prod,21,1164,0.61,16,1,0.94,4.73,3.18,18,3,0.4,14,5,1
761,2025-09-09 21:03:49,core-banking,prod,12,1630,0.897,13,1,0.873,4.98,3.08,27,6,1.4,23,0,1
762,2025-09-07 21:03:49,internet-banking,qa,15,2219,0.699,13,0,0.898,3.26,3.1,39,4,2.2,21,2,1
763,2025-08-04 21:03:49,payments,prod,44,929,0.828,6,1,0.957,4.98,1.78,11,2,3.8,0,3,1
764,2025-06-24 21:03:49,core-banking,qa,13,1453,0.67,6,2,0.825,3.37,4.08,30,0,2.5,8,4,1
765,2025-01-17 21:03:49,risk-engine,prod,30,2121,0.765,5,1,0.994,4.39,3.98,29,4,1.7,0,2,1
766,2025-07-27 21:03:49,risk-engine,qa,29,1205,0.627,12,1,0.986,5.77,2.67,40,3,1.4,3,6,1
767,2025-07-14 21:03:49,risk-engine,prod,28,1164,0.633,6,2,0.743,4.32,3.12,53,5,2.3,4,1,1
768,2024-11-23 21:03:49,payments,staging,16,1918,0.669,15,1,0.927,5.18,4.15,34,7,3.8,14,0,1
769,2025-06-26 21:03:49,onboarding,staging,2,910,0.858,5,1,0.957,4.55,1.0,28,10,2.3,13,4,1
770,2025-02-14 21:03:49,core-banking,staging,18,2348,0.778,7,0,0.993,6.03,1.45,13,0,1.8,4,4,1
771,2025-01-14 21:03:49,risk-engine,staging,41,1339,0.703,14,0,0.932,6.56,3.12,68,6,2.0,10,4,1
772,2025-01-28 21:03:49,internet-banking,dev,13,1706,0.82,14,1,0.93,6.34,2.5,44,7,3.1,14,1,1
773,2024-11-27 21:03:49,onboarding,prod,29,1441,0.638,13,0,1.0,7.58,2.4,43,4,4.6,10,4,1
774,2024-09-21 21:03:49,onboarding,qa,16,1845,0.762,18,1,0.867,7.58,2.21,48,7,4.6,11,2,1
775,2025-08-03 21:03:49,risk-engine,prod,19,2299,0.778,7,1,0.908,3.81,2.17,52,9,4.3,0,3,1
776,2024-12-21 21:03:49,onboarding,qa,30,1941,0.646,15,0,0.883,5.37,3.48,27,0,4.5,15,0,1
777,2025-08-25 21:03:49,payments,staging,37,2011,0.696,6,1,0.946,6.38,3.11,37,6,3.2,9,3,1
778,2025-07-13 21:03:49,mobile-app,staging,27,1839,0.679,12,0,0.827,6.88,1.35,56,6,3.9,19,3,0
779,2025-09-08 21:03:49,internet-banking,dev,32,2124,0.839,17,0,0.832,7.99,1.9,20,0,4.3,14,3,1
780,2025-08-06 21:03:49,mobile-app,prod,18,1127,0.579,9,1,0.946,7.32,1.71,31,9,2.1,2,0,1
781,2024-10-31 21:03:49,core-banking,staging,20,1540,0.728,11,2,0.999,8.13,1.96,31,3,1.9,21,5,1
782,2024-09-15 21:03:49,onboarding,prod,26,2197,0.804,11,3,0.957,6.29,3.42,58,1,0.2,22,5,1
783,2025-08-04 21:03:49,payments,prod,10,1287,0.595,14,1,0.85,4.48,3.26,35,4,3.4,20,6,1
784,2025-06-18 21:03:49,mobile-app,staging,17,1263,0.927,5,0,0.908,5.39,4.07,31,3,4.1,8,0,0
785,2024-12-18 21:03:49,internet-banking,prod,23,1470,0.725,12,0,0.975,6.41,2.96,19,4,1.1,21,2,1
786,2024-11-26 21:03:49,payments,qa,30,2369,0.785,17,0,0.841,4.41,3.67,34,4,2.9,14,3,1
787,2025-02-19 21:03:49,payments,dev,30,552,0.637,8,1,0.871,5.83,1.54,62,4,3.7,22,2,0
788,2025-01-30 21:03:49,onboarding,dev,27,773,0.679,8,0,0.903,1.0,2.68,33,0,4.9,18,6,1
789,2025-03-16 21:03:49,risk-engine,prod,38,2983,0.795,17,0,0.92,9.14,3.79,36,5,1.2,5,3,1
790,2025-09-05 21:03:49,onboarding,prod,13,1495,0.734,12,0,0.972,5.82,3.44,20,3,4.4,13,6,1
791,2025-05-04 21:03:49,core-banking,staging,18,660,0.706,15,1,0.893,5.56,4.06,27,2,2.3,18,6,1
792,2025-03-11 21:03:49,onboarding,qa,37,2299,0.555,15,0,0.863,6.66,1.27,52,5,2.2,12,2,1
793,2024-09-21 21:03:49,onboarding,staging,11,1966,0.848,11,0,0.935,5.96,1.92,27,3,3.5,16,1,1
794,2025-05-31 21:03:49,onboarding,staging,25,3031,0.681,13,1,0.916,5.86,2.01,53,0,3.7,21,2,1
795,2024-11-23 21:03:49,onboarding,staging,22,770,0.845,9,0,0.967,6.95,0.8,43,3,2.8,7,5,1
796,2025-04-17 21:03:49,risk-engine,qa,22,1593,0.827,7,1,0.976,5.14,1.89,17,4,2.4,2,5,0
797,2024-11-18 21:03:49,onboarding,prod,18,1505,0.819,12,0,0.916,2.61,3.39,36,6,3.9,21,1,1
798,2025-04-02 21:03:49,core-banking,qa,21,1777,0.682,20,0,0.97,9.08,1.46,17,3,3.2,19,5,1
799,2025-03-12 21:03:49,core-banking,prod,37,2151,0.743,7,1,1.0,5.3,2.55,48,7,2.3,18,2,1
800,2024-12-07 21:03:49,payments,dev,16,2153,0.73,23,0,0.892,7.15,2.66,13,3,2.9,17,2,1
801,2024-12-27 21:03:49,core-banking,qa,27,1558,0.679,11,2,0.901,6.12,2.1,38,4,3.0,11,2,1
802,2025-06-02 21:03:49,mobile-app,prod,20,917,0.789,8,0,0.857,4.03,1.25,29,6,3.4,1,5,1
803,2025-03-18 21:03:49,payments,qa,24,1537,0.719,19,1,0.848,7.18,2.18,41,5,3.0,22,6,1
804,2025-02-25 21:03:49,mobile-app,prod,53,1593,0.66,5,1,0.872,4.42,3.34,42,5,3.2,22,0,1
805,2025-02-14 21:03:49,internet-banking,qa,35,1533,0.638,11,0,0.757,2.44,3.92,53,0,3.3,7,0,1
806,2025-06-08 21:03:49,internet-banking,prod,13,1319,0.705,6,1,0.867,5.16,3.28,33,6,2.2,13,1,1
807,2024-11-06 21:03:49,payments,qa,11,1609,0.644,4,1,0.849,8.3,3.03,38,3,0.3,10,1,1
808,2025-04-30 21:03:49,risk-engine,prod,24,826,0.743,11,0,0.985,6.92,3.86,30,12,1.9,19,2,0
809,2025-06-20 21:03:49,onboarding,staging,31,249,0.879,10,0,0.737,6.51,2.44,41,4,3.6,15,1,0
810,2025-01-21 21:03:49,mobile-app,qa,34,1590,0.592,12,1,1.0,1.0,3.06,46,3,2.7,15,6,1
811,2025-06-07 21:03:49,internet-banking,qa,24,938,0.832,4,1,0.854,10.29,2.31,9,2,3.7,18,4,0
812,2024-12-07 21:03:49,internet-banking,prod,16,2474,0.683,8,2,0.8,5.07,2.77,43,2,1.8,7,5,1
813,2024-10-07 21:03:49,mobile-app,prod,20,1733,0.859,8,0,0.977,4.45,2.98,34,0,3.4,4,0,1
814,2024-11-23 21:03:49,risk-engine,staging,38,2746,0.848,6,1,0.861,6.57,2.23,14,2,4.0,14,4,1
815,2024-10-19 21:03:49,mobile-app,dev,30,1335,0.728,20,2,0.903,6.21,2.78,29,4,2.6,23,1,1
816,2025-08-08 21:03:49,onboarding,staging,22,294,0.779,12,2,0.962,3.2,4.05,34,0,3.4,21,2,0
817,2025-01-11 21:03:49,onboarding,prod,20,385,0.847,10,1,0.81,7.54,1.7,36,2,2.6,17,3,0
818,2024-11-11 21:03:49,payments,qa,30,1028,0.711,16,0,0.899,4.1,1.95,38,2,1.9,18,1,0
819,2025-03-30 21:03:49,payments,prod,30,1329,0.87,15,1,0.818,6.98,1.72,50,5,2.3,17,4,1
820,2025-07-20 21:03:49,payments,qa,20,1551,0.569,11,0,1.0,2.41,2.72,50,3,3.0,13,1,0
821,2025-02-13 21:03:49,core-banking,prod,15,1570,0.641,9,1,0.896,4.94,1.94,36,7,3.3,11,3,1
822,2025-09-02 21:03:49,onboarding,prod,20,939,0.645,9,1,0.987,4.14,2.48,29,6,3.4,17,1,1
823,2025-04-11 21:03:49,onboarding,staging,24,986,0.697,18,0,0.976,4.75,2.23,42,1,4.1,7,3,0
824,2025-02-24 21:03:49,internet-banking,staging,28,2632,0.683,14,0,0.902,5.67,2.14,39,3,2.2,11,1,1
825,2025-03-15 21:03:49,risk-engine,qa,6,2263,0.632,13,0,0.826,8.63,4.86,32,5,3.3,17,4,1
826,2025-05-31 21:03:49,risk-engine,staging,1,1283,0.905,8,0,0.996,5.97,3.12,14,1,4.2,19,5,0
827,2025-08-10 21:03:49,internet-banking,qa,20,2463,0.733,20,2,0.915,5.21,3.14,49,5,4.5,0,1,1
828,2025-04-12 21:03:49,onboarding,qa,23,924,0.84,10,0,0.901,7.3,3.56,25,5,5.3,12,6,0
829,2025-06-26 21:03:49,mobile-app,staging,26,1828,0.796,5,1,0.885,5.22,4.3,26,0,4.1,5,0,1
830,2025-05-25 21:03:49,core-banking,qa,29,1234,0.582,6,1,0.798,6.61,2.54,37,4,3.6,23,2,1
831,2025-05-10 21:03:49,mobile-app,prod,0,1887,0.735,14,0,0.875,3.82,3.74,18,1,3.8,2,1,1
832,2024-12-05 21:03:49,core-banking,qa,32,2009,0.697,10,2,0.913,4.94,2.57,42,7,3.6,12,4,0
833,2025-08-04 21:03:49,payments,qa,17,1335,0.543,7,1,0.865,5.21,3.09,49,6,1.4,16,3,0
834,2024-12-07 21:03:49,mobile-app,qa,24,1622,0.651,11,1,0.844,3.94,2.94,21,0,2.8,5,1,1
835,2025-03-09 21:03:49,payments,prod,29,1556,0.654,12,1,0.815,6.66,4.2,32,1,3.0,2,0,1
836,2025-02-10 21:03:49,internet-banking,qa,30,1093,0.744,9,0,1.0,3.18,3.49,55,6,1.7,17,5,0
837,2025-08-01 21:03:49,payments,qa,12,976,0.639,11,2,0.825,4.05,1.87,42,3,2.2,11,6,0
838,2024-10-30 21:03:49,payments,staging,30,1444,0.654,5,1,0.954,5.07,4.21,35,6,3.5,9,0,1
839,2024-11-04 21:03:49,payments,staging,33,1195,0.764,6,0,0.925,3.6,2.78,46,0,2.0,23,4,1
840,2025-03-12 21:03:49,mobile-app,staging,27,1146,0.736,9,0,0.767,5.95,3.9,35,7,3.8,6,6,1
841,2025-03-27 21:03:49,core-banking,qa,22,1587,0.892,14,2,0.785,5.59,3.81,32,5,3.0,12,2,0
842,2025-06-23 21:03:49,internet-banking,staging,32,1336,0.708,10,1,0.937,8.12,4.41,38,9,3.3,17,3,1
843,2024-12-28 21:03:49,core-banking,staging,30,1480,0.761,16,1,0.664,9.36,2.7,25,0,2.8,12,2,0
844,2025-03-18 21:03:49,core-banking,staging,45,1992,0.832,10,0,0.889,6.21,3.43,27,2,4.1,21,6,1
845,2024-11-23 21:03:49,core-banking,staging,10,1545,0.746,10,0,0.933,6.51,1.8,31,5,4.9,20,5,1
846,2025-03-31 21:03:49,onboarding,prod,36,2221,0.858,14,2,0.851,10.25,3.77,51,3,4.1,11,5,1
847,2024-09-21 21:03:49,core-banking,prod,23,1010,0.698,26,0,0.785,7.11,3.8,30,4,3.5,6,2,1
848,2025-01-06 21:03:49,onboarding,qa,17,1023,0.711,16,1,1.0,4.61,3.19,30,5,2.3,17,6,1
849,2025-08-05 21:03:49,onboarding,prod,30,2300,0.806,8,1,1.0,4.23,5.12,39,2,2.2,19,2,1
850,2024-10-06 21:03:49,risk-engine,staging,14,1948,0.698,8,0,0.928,6.15,2.3,36,3,1.9,5,6,1
851,2024-10-28 21:03:49,payments,staging,31,912,0.625,10,1,0.913,5.45,4.54,31,10,2.6,17,0,1
852,2024-10-16 21:03:49,mobile-app,prod,51,1691,0.766,9,1,0.884,4.84,4.03,14,0,2.9,3,6,1
853,2024-11-22 21:03:49,onboarding,staging,37,549,0.794,11,0,0.834,6.05,2.9,22,0,2.6,0,4,0
854,2025-01-05 21:03:49,risk-engine,prod,21,2114,0.791,11,0,0.834,9.25,5.07,36,11,2.5,12,3,1
855,2025-02-07 21:03:49,payments,staging,22,984,0.63,17,0,0.861,2.25,1.87,55,6,3.3,17,0,1
856,2025-05-11 21:03:49,core-banking,staging,19,1329,0.571,4,3,0.987,2.88,4.95,26,9,2.8,0,4,0
857,2025-01-19 21:03:49,core-banking,prod,21,956,0.708,12,0,0.754,4.84,3.7,32,3,2.2,6,4,0
858,2025-08-26 21:03:49,risk-engine,staging,25,1646,0.647,10,1,0.858,6.66,3.46,61,4,1.1,17,5,1
859,2025-08-16 21:03:49,internet-banking,prod,19,1933,0.661,12,1,0.989,7.79,3.07,64,2,1.4,21,3,1
860,2025-03-25 21:03:49,risk-engine,prod,19,1228,0.641,14,0,0.935,6.68,2.57,17,0,6.5,11,2,0
861,2025-05-15 21:03:49,core-banking,staging,16,712,0.661,18,0,0.822,5.37,3.75,28,4,3.6,4,2,0
862,2025-07-12 21:03:49,internet-banking,qa,13,563,0.709,16,0,0.922,7.57,1.16,31,8,3.8,9,1,1
863,2025-05-07 21:03:49,mobile-app,prod,18,1468,0.666,12,0,0.882,3.65,3.49,37,0,4.3,10,2,1
864,2024-12-27 21:03:49,internet-banking,qa,36,1324,0.823,12,0,0.932,8.48,3.72,29,2,3.1,12,2,1
865,2025-05-27 21:03:49,payments,prod,44,1106,0.91,14,0,0.78,6.01,4.89,53,4,1.9,0,1,1
866,2024-10-24 21:03:49,onboarding,dev,26,1318,0.875,7,1,0.937,4.27,2.36,26,8,5.3,7,2,0
867,2024-11-07 21:03:49,core-banking,staging,19,1441,0.761,9,0,0.885,5.36,2.56,44,0,4.9,4,5,1
868,2025-08-04 21:03:49,internet-banking,qa,15,880,0.695,15,1,0.949,1.26,2.61,49,3,2.3,2,5,1
869,2025-06-06 21:03:49,onboarding,qa,19,1221,0.487,3,0,0.949,3.41,2.37,34,0,1.0,17,2,0
870,2024-11-13 21:03:49,internet-banking,dev,9,1534,0.693,11,0,0.847,1.0,4.16,38,0,3.7,16,6,1
871,2025-05-01 21:03:49,core-banking,qa,17,841,0.833,11,1,0.955,4.66,2.53,38,0,3.4,5,4,0
872,2025-04-25 21:03:49,onboarding,prod,8,1437,0.602,11,3,0.777,8.38,3.37,30,1,2.0,13,5,1
873,2025-01-15 21:03:49,onboarding,staging,40,1389,0.726,5,0,0.914,5.25,2.51,38,8,3.4,15,1,0
874,2025-08-06 21:03:49,payments,dev,22,1378,0.775,15,0,0.97,4.87,3.89,47,6,3.3,1,1,1
875,2024-10-11 21:03:49,mobile-app,staging,11,1784,0.595,9,0,0.842,6.17,3.07,25,5,2.4,11,2,1
876,2025-08-13 21:03:49,internet-banking,prod,13,909,0.835,9,0,0.968,5.17,3.65,46,4,5.8,6,5,0
877,2025-06-11 21:03:49,mobile-app,staging,42,2273,0.641,8,0,0.837,8.99,2.76,33,6,1.4,20,1,1
878,2025-01-07 21:03:49,payments,prod,18,1635,0.742,10,0,0.831,7.36,2.79,29,1,2.9,4,1,1
879,2025-05-03 21:03:49,payments,dev,20,1670,0.659,18,2,1.0,3.9,2.71,51,4,5.7,15,6,1
880,2025-03-11 21:03:49,risk-engine,qa,44,591,0.556,8,0,0.771,7.19,3.53,59,7,3.6,3,5,1
881,2025-05-06 21:03:49,payments,prod,19,1475,0.738,1,1,0.902,7.1,4.63,37,1,1.2,3,3,1
882,2025-02-04 21:03:49,internet-banking,qa,9,1832,0.849,17,1,0.832,3.44,3.52,39,0,2.9,6,2,0
883,2024-10-27 21:03:49,risk-engine,qa,21,864,0.718,12,0,0.956,6.17,4.09,30,0,3.7,1,5,0
884,2024-09-29 21:03:49,risk-engine,qa,32,1327,0.626,17,0,1.0,4.77,4.72,32,8,2.4,6,3,1
885,2024-10-04 21:03:49,risk-engine,staging,20,1550,0.845,8,0,0.882,6.41,3.08,25,3,3.4,0,6,1
886,2024-11-17 21:03:49,mobile-app,qa,17,1005,0.917,6,0,0.929,5.38,2.0,25,2,2.4,0,0,0
887,2024-11-07 21:03:49,core-banking,staging,31,1293,0.81,5,0,0.899,5.9,2.31,20,0,2.4,23,4,0
888,2025-07-26 21:03:49,internet-banking,prod,21,1292,0.707,17,1,1.0,2.75,2.14,43,2,4.1,2,4,1
889,2024-11-10 21:03:49,mobile-app,qa,20,1441,0.689,4,2,0.96,5.31,4.3,27,0,4.3,6,1,1
890,2025-01-08 21:03:49,mobile-app,staging,33,1848,0.775,8,1,0.78,9.12,1.6,30,0,2.4,6,4,0
891,2025-01-24 21:03:49,risk-engine,prod,20,1419,0.842,16,0,0.846,6.95,3.35,22,6,2.2,11,1,1
892,2025-01-15 21:03:49,payments,qa,19,1595,0.7,6,1,0.944,6.57,3.11,38,2,3.4,13,5,1
893,2025-09-14 21:03:49,payments,staging,22,1185,0.434,17,0,0.856,3.14,1.84,40,3,4.0,14,2,0
